CI_adopted;time;Name;AgeAtCI;TotalComm;nbrCISystems;nbrReleases;TotalDev;ETR;NRC;RRC;NRefDev;RRD;Ref.Churn;Ref.Breadth;RChR;RCBR
0;-18;twall/jna;171;3112;1;52;170;26;2;0.068965517;2;0.25;5.5;1.5;0.214912281;0.75
0;-17;twall/jna;171;3112;1;52;170;30;1;0.035714286;1;0.2;2;1;0.008403361;0.125
0;-16;twall/jna;171;3112;1;52;170;2.714285714;8;0.380952381;1;0.5;59.75;2.75;0.060124807;0.37952603
0;-15;twall/jna;171;3112;1;52;170;7.25;5;0.11627907;1;0.5;4.4;1.8;0.082673946;0.292424242
0;-14;twall/jna;171;3112;1;52;170;1.5;7;0.162790698;2;0.4;5859.285714;1.428571429;0.103638943;0.25952381
0;-13;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-12;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-11;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-10;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-9;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-8;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-7;twall/jna;171;3112;1;52;170;30;1;0.045454545;1;0.166666667;1;1;0.002739726;0.05
0;-6;twall/jna;171;3112;1;52;170;10.5;3;0.1;2;0.4;1.666666667;1;0.036293813;0.384469697
0;-5;twall/jna;171;3112;1;52;170;7;5;0.185185185;2;0.5;3.8;2;0.010796828;0.543333333
0;-4;twall/jna;171;3112;1;52;170;6;2;0.018867925;1;0.125;2.5;1;0.14496124;0.291666667
0;-3;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-2;twall/jna;171;3112;1;52;170;30;1;0.066666667;1;0.142857143;468;2;0.084522304;0.166666667
0;-1;twall/jna;171;3112;1;52;170;2;2;0.048780488;1;0.333333333;3.5;1;0.006471899;0.058908046
1;1;twall/jna;171;3112;1;52;170;1.6;16;0.129032258;4;0.363636364;88.0625;1.8125;0.154206528;0.362057612
1;2;twall/jna;171;3112;1;52;170;1;2;0.074074074;1;0.166666667;15.5;1.5;0.08573148;0.321428571
1;3;twall/jna;171;3112;1;52;170;1.6;16;0.179775281;2;0.2;75.875;2.1875;0.128379706;0.298798013
1;4;twall/jna;171;3112;1;52;170;3.375;9;0.18;4;0.5;489.8888889;4.666666667;0.240892966;0.509755507
1;5;twall/jna;171;3112;1;52;170;2.384615385;14;0.14;2;0.4;11.57142857;2;0.042909869;0.247371039
1;6;twall/jna;171;3112;1;52;170;18;2;0.0625;1;0.166666667;218;1.5;0.456266108;0.666666667
1;7;twall/jna;171;3112;1;52;170;2.714285714;8;0.296296296;3;0.6;253.5;2;0.10058496;0.317832559
1;8;twall/jna;171;3112;1;52;170;2;3;0.3;1;0.5;446;4.333333333;0.288061499;0.174747475
1;9;twall/jna;171;3112;1;52;170;22;2;0.090909091;2;0.4;43.5;1.5;0.201980393;0.216666667
1;10;twall/jna;171;3112;1;52;170;30;1;0.166666667;1;0.333333333;4;1;0.029850746;1
1;11;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;12;twall/jna;171;3112;1;52;170;30;1;1;1;1;1;2;0.006849315;0.153846154
1;13;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;14;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;15;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;16;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;17;twall/jna;171;3112;1;52;170;30;1;0.1;1;0.333333333;1;1;0.028571429;0.333333333
1;18;twall/jna;171;3112;1;52;170;30;1;0.047619048;1;0.25;1;2;5.14E-04;0.333333333
1;19;twall/jna;171;3112;1;52;170;30;1;0.125;1;0.166666667;1;1;0.009708738;0.333333333
1;20;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;21;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;22;twall/jna;171;3112;1;52;170;30;1;0.066666667;1;0.333333333;7;1;0.291666667;0.333333333
1;23;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
1;24;twall/jna;171;3112;1;52;170;30;0;0;0;0;0;0;0;0
0;-24;lenskit/lenskit;40;5884;1;52;50;3;10;0.181818182;2;0.5;102.6;2.3;0.190283804;0.315494505
0;-23;lenskit/lenskit;40;5884;1;52;50;7;3;0.068181818;1;0.25;936;11.33333333;0.371623809;0.555555556
0;-22;lenskit/lenskit;40;5884;1;52;50;30;0;0;0;0;0;0;0;0
0;-21;lenskit/lenskit;40;5884;1;52;50;30;0;0;0;0;0;0;0;0
0;-20;lenskit/lenskit;40;5884;1;52;50;0.944444444;19;0.25;2;0.666666667;195;4;0.289291977;0.446342604
0;-19;lenskit/lenskit;40;5884;1;52;50;1.12;26;0.224137931;6;0.75;68.76923077;2.307692308;0.228643017;0.443962768
0;-18;lenskit/lenskit;40;5884;1;52;50;1.153846154;27;0.221311475;7;0.777777778;173.1851852;3.037037037;0.204898123;0.40032665
0;-17;lenskit/lenskit;40;5884;1;52;50;2.153846154;14;0.4375;2;0.666666667;346.7857143;6.071428571;0.224112718;0.238475474
0;-16;lenskit/lenskit;40;5884;1;52;50;0;2;0.181818182;1;0.25;1;1;0.027534965;0.6
0;-15;lenskit/lenskit;40;5884;1;52;50;3;8;0.333333333;4;0.8;13;1.75;0.063020152;0.529464286
0;-14;lenskit/lenskit;40;5884;1;52;50;1.086956522;24;0.214285714;2;0.5;54.04166667;2.833333333;0.135185962;0.422821284
0;-13;lenskit/lenskit;40;5884;1;52;50;1.642857143;15;0.133928571;5;0.833333333;288.2666667;5.466666667;0.260385027;0.445396054
0;-12;lenskit/lenskit;40;5884;1;52;50;1.285714286;22;0.2;4;1;51.13636364;1.5;0.128161438;0.421140379
0;-11;lenskit/lenskit;40;5884;1;52;50;1.263157895;20;0.204081633;3;1;60;2.1;0.255576698;0.526969697
0;-10;lenskit/lenskit;40;5884;1;52;50;0.5;3;0.130434783;2;0.666666667;1;1.333333333;0.021719898;0.411111111
0;-9;lenskit/lenskit;40;5884;1;52;50;2;2;0.125;1;0.2;75.5;1.5;0.336548444;0.75
0;-8;lenskit/lenskit;40;5884;1;52;50;3.142857143;8;0.258064516;3;0.6;107.125;2.125;0.301623564;0.389958592
0;-7;lenskit/lenskit;40;5884;1;52;50;1.047619048;22;0.192982456;7;0.777777778;45.04545455;1.772727273;0.147444224;0.501247868
0;-6;lenskit/lenskit;40;5884;1;52;50;0.833333333;37;0.185929648;8;0.888888889;138.5405405;2.945945946;0.223948538;0.475945598
0;-5;lenskit/lenskit;40;5884;1;52;50;1.227272727;23;0.161971831;5;1;16.34782609;1.52173913;0.134092638;0.524604743
0;-4;lenskit/lenskit;40;5884;1;52;50;1.8125;17;0.116438356;2;0.4;69.11764706;1.823529412;0.268784966;0.529761905
0;-3;lenskit/lenskit;40;5884;1;52;50;0.783783784;38;0.296875;2;1;224.0526316;3.710526316;0.130211749;0.435209411
0;-2;lenskit/lenskit;40;5884;1;52;50;0.925925926;28;0.237288136;1;0.5;165.6071429;2.964285714;0.15894741;0.388737212
0;-1;lenskit/lenskit;40;5884;1;52;50;2.875;9;0.116883117;5;0.625;116.3333333;2.555555556;0.09291424;0.326001174
1;1;lenskit/lenskit;40;5884;1;52;50;1.8;11;0.049327354;3;0.6;26.81818182;1.363636364;0.145227858;0.472943723
1;2;lenskit/lenskit;40;5884;1;52;50;3.8;6;0.09375;2;0.666666667;2360.166667;26.33333333;0.354177948;0.701420599
1;3;lenskit/lenskit;40;5884;1;52;50;1.074074074;28;0.180645161;3;0.75;167.9642857;2.892857143;0.159202035;0.391657474
1;4;lenskit/lenskit;40;5884;1;52;50;1.526315789;20;0.208333333;3;0.75;18.8;1.45;0.1362122;0.42859127
1;5;lenskit/lenskit;40;5884;1;52;50;30;1;0.055555556;1;0.333333333;6;1;0.05;0.5
1;6;lenskit/lenskit;40;5884;1;52;50;1.4;11;0.183333333;2;1;33;1.545454545;0.364441974;0.686363636
1;7;lenskit/lenskit;40;5884;1;52;50;1.214285714;15;0.072115385;3;1;93.8;5.066666667;0.14267593;0.489442039
1;8;lenskit/lenskit;40;5884;1;52;50;2.666666667;7;0.097222222;1;0.25;55.57142857;1.571428571;0.20570241;0.456349206
1;9;lenskit/lenskit;40;5884;1;52;50;1.636363636;12;0.203389831;2;1;66.83333333;1.416666667;0.227286703;0.412876475
1;10;lenskit/lenskit;40;5884;1;52;50;30;0;0;0;0;0;0;0;0
1;11;lenskit/lenskit;40;5884;1;52;50;30;0;0;0;0;0;0;0;0
1;12;lenskit/lenskit;40;5884;1;52;50;30;0;0;0;0;0;0;0;0
1;13;lenskit/lenskit;40;5884;1;52;50;8.5;3;0.066666667;1;0.5;98;2.666666667;0.443634486;0.722222222
1;14;lenskit/lenskit;40;5884;1;52;50;2.272727273;12;0.166666667;2;0.5;73.91666667;2.916666667;0.227376326;0.55772792
1;15;lenskit/lenskit;40;5884;1;52;50;30;0;0;0;0;0;0;0;0
1;16;lenskit/lenskit;40;5884;1;52;50;30;0;0;0;0;0;0;0;0
1;17;lenskit/lenskit;40;5884;1;52;50;2.333333333;10;0.131578947;2;0.666666667;175.6;2.9;0.354455378;0.60530303
1;18;lenskit/lenskit;40;5884;1;52;50;2.2;11;0.161764706;2;0.5;33.18181818;1.818181818;0.176598792;0.556621409
1;19;lenskit/lenskit;40;5884;1;52;50;2.5;5;0.098039216;3;0.75;622.2;8.4;0.437441436;0.603252033
1;20;lenskit/lenskit;40;5884;1;52;50;2.25;9;0.152542373;2;1;57.11111111;2.555555556;0.164811252;0.613492063
1;21;lenskit/lenskit;40;5884;1;52;50;2.454545455;12;0.12244898;1;0.25;103.8333333;1.916666667;0.132497984;0.384490741
1;22;lenskit/lenskit;40;5884;1;52;50;4.666666667;4;0.166666667;1;0.333333333;92.75;3.75;0.167954487;0.373863636
1;23;lenskit/lenskit;40;5884;1;52;50;5.5;3;0.069767442;2;1;200.3333333;4.666666667;0.198842842;0.611111111
1;24;lenskit/lenskit;40;5884;1;52;50;0.666666667;31;0.313131313;4;1;725.9677419;9.677419355;0.298966298;0.404868249
0;-24;FasterXML/jackson-databind;25;4237;1;115;184;1.6;16;0.253968254;1;0.333333333;251.75;3.25;0.230527261;0.382496843
0;-23;FasterXML/jackson-databind;25;4237;1;115;184;7.25;5;0.102040816;1;0.333333333;7.6;1.8;0.066076082;0.533333333
0;-22;FasterXML/jackson-databind;25;4237;1;115;184;2;3;0.107142857;1;0.5;113;2;0.196303113;0.333333333
0;-21;FasterXML/jackson-databind;25;4237;1;115;184;1.333333333;4;0.285714286;1;1;91.75;2.25;0.308518745;0.916666667
0;-20;FasterXML/jackson-databind;25;4237;1;115;184;2.666666667;4;0.173913043;2;1;23.25;1.25;0.272007196;0.344444444
0;-19;FasterXML/jackson-databind;25;4237;1;115;184;1.111111111;28;0.394366197;4;1;49.57142857;3.178571429;0.129265773;0.315628264
0;-18;FasterXML/jackson-databind;25;4237;1;115;184;4.166666667;7;0.134615385;3;0.375;121.2857143;1.571428571;0.200201006;0.377822178
0;-17;FasterXML/jackson-databind;25;4237;1;115;184;1.545454545;12;0.230769231;2;0.4;27.66666667;2.166666667;0.163473198;0.376695527
0;-16;FasterXML/jackson-databind;25;4237;1;115;184;2.8;11;0.255813953;3;0.6;35;1.909090909;0.249174311;0.66002331
0;-15;FasterXML/jackson-databind;25;4237;1;115;184;1;13;0.30952381;1;0.333333333;14.23076923;1.076923077;0.109317916;0.330710956
0;-14;FasterXML/jackson-databind;25;4237;1;115;184;0;2;0.066666667;1;0.111111111;4.5;1;0.032476385;0.6
0;-13;FasterXML/jackson-databind;25;4237;1;115;184;4.2;6;0.162162162;2;0.4;33.33333333;1.166666667;0.148814275;0.75
0;-12;FasterXML/jackson-databind;25;4237;1;115;184;1.6;16;0.333333333;1;0.25;61.125;1.875;0.265023947;0.368040998
0;-11;FasterXML/jackson-databind;25;4237;1;115;184;3.8;6;0.127659574;1;0.333333333;30.16666667;1.5;0.25609158;0.386111111
0;-10;FasterXML/jackson-databind;25;4237;1;115;184;8;2;0.08;2;1;11.5;1;0.214806435;0.222222222
0;-9;FasterXML/jackson-databind;25;4237;1;115;184;8.5;3;0.15;1;1;15;1.333333333;0.142593135;0.366666667
0;-8;FasterXML/jackson-databind;25;4237;1;115;184;1.25;9;0.473684211;1;0.333333333;49;1.666666667;0.118938308;0.377469136
0;-7;FasterXML/jackson-databind;25;4237;1;115;184;2.1;11;0.2;1;0.2;12.72727273;2;0.101117172;0.344706545
0;-6;FasterXML/jackson-databind;25;4237;1;115;184;1.285714286;8;0.210526316;1;0.25;13;3;0.127366741;0.48972139
0;-5;FasterXML/jackson-databind;25;4237;1;115;184;2.7;11;0.261904762;2;0.5;139.0909091;2.090909091;0.417149605;0.556277056
0;-4;FasterXML/jackson-databind;25;4237;1;115;184;1.75;13;0.325;1;0.333333333;55.23076923;2.384615385;0.181245745;0.379963092
0;-3;FasterXML/jackson-databind;25;4237;1;115;184;3;2;0.074074074;1;0.166666667;1.5;1.5;0.18452381;0.458333333
0;-2;FasterXML/jackson-databind;25;4237;1;115;184;2.166666667;13;0.213114754;3;0.428571429;12.07692308;1.538461538;0.144551386;0.532840237
0;-1;FasterXML/jackson-databind;25;4237;1;115;184;4;5;0.185185185;2;0.285714286;10.4;1.4;0.115351949;0.507051282
1;1;FasterXML/jackson-databind;25;4237;1;115;184;2.714285714;8;0.222222222;1;0.333333333;37.5;1.75;0.233775802;0.473958333
1;2;FasterXML/jackson-databind;25;4237;1;115;184;1.933333333;16;0.307692308;2;0.5;30.8125;1.875;0.207496514;0.582440476
1;3;FasterXML/jackson-databind;25;4237;1;115;184;1.3125;17;0.242857143;1;0.25;60.76470588;1.705882353;0.239252329;0.45620915
1;4;FasterXML/jackson-databind;25;4237;1;115;184;1.916666667;13;0.236363636;3;0.5;45.07692308;1.692307692;0.248783204;0.408974359
1;5;FasterXML/jackson-databind;25;4237;1;115;184;6;2;0.117647059;1;0.5;19.5;1.5;0.312820513;0.833333333
1;6;FasterXML/jackson-databind;25;4237;1;115;184;30;1;0.052631579;1;0.333333333;8;1;0.16;0.5
1;7;FasterXML/jackson-databind;25;4237;1;115;184;2;5;0.227272727;1;0.25;31.4;1.4;0.250424416;0.673333333
1;8;FasterXML/jackson-databind;25;4237;1;115;184;1.1;21;0.223404255;1;0.142857143;85.38095238;1.80952381;0.21999631;0.41711038
1;9;FasterXML/jackson-databind;25;4237;1;115;184;4;8;0.170212766;1;0.2;11.5;1.5;0.051845348;0.298958333
1;10;FasterXML/jackson-databind;25;4237;1;115;184;1.12;26;0.276595745;1;0.166666667;109.5384615;2.5;0.298022381;0.409727772
1;11;FasterXML/jackson-databind;25;4237;1;115;184;2.142857143;15;0.238095238;1;0.25;210;2.8;0.241692843;0.553223443
1;12;FasterXML/jackson-databind;25;4237;1;115;184;3.428571429;8;0.205128205;1;0.333333333;2.375;1;0.075707894;0.463690476
1;13;FasterXML/jackson-databind;25;4237;1;115;184;2;12;0.48;1;0.5;10.66666667;1.583333333;0.058660485;0.600396825
1;14;FasterXML/jackson-databind;25;4237;1;115;184;0.952380952;22;0.323529412;1;0.5;79.04545455;1.545454545;0.243554086;0.616774892
1;15;FasterXML/jackson-databind;25;4237;1;115;184;1.043478261;24;0.292682927;2;0.333333333;47.95833333;1.75;0.223547228;0.560333995
1;16;FasterXML/jackson-databind;25;4237;1;115;184;1.578947368;20;0.285714286;2;0.333333333;103.7;1.85;0.280529525;0.390512821
1;17;FasterXML/jackson-databind;25;4237;1;115;184;2.071428571;15;0.3;5;0.833333333;4.666666667;1.733333333;0.10427358;0.593867244
1;18;FasterXML/jackson-databind;25;4237;1;115;184;7;3;0.096774194;1;0.333333333;128.3333333;2;0.323059985;0.366666667
1;19;FasterXML/jackson-databind;25;4237;1;115;184;3.75;9;0.28125;3;0.6;8.111111111;3;0.146363348;0.577546296
1;20;FasterXML/jackson-databind;25;4237;1;115;184;0.928571429;29;0.333333333;1;0.25;17.5862069;2;0.088066207;0.419886435
1;21;FasterXML/jackson-databind;25;4237;1;115;184;1.285714286;22;0.35483871;1;0.5;99.72727273;2.909090909;0.215482815;0.400132508
1;22;FasterXML/jackson-databind;25;4237;1;115;184;1.315789474;20;0.303030303;3;1;17.8;2.1;0.145164171;0.534264706
1;23;FasterXML/jackson-databind;25;4237;1;115;184;2.545454545;12;0.266666667;2;0.4;6.25;1.083333333;0.063014968;0.363888889
1;24;FasterXML/jackson-databind;25;4237;1;115;184;2.666666667;7;0.152173913;2;0.333333333;33.42857143;1.571428571;0.184440779;0.385714286
0;-24;weld/core;71;7534;1;160;108;3.111111111;10;0.208333333;1;0.166666667;213.5;5.3;0.243740832;0.323691679
0;-23;weld/core;71;7534;1;160;108;2.888888889;10;0.208333333;2;0.4;51.9;2.8;0.104301837;0.314512506
0;-22;weld/core;71;7534;1;160;108;2.285714286;8;0.235294118;3;0.428571429;44.25;3.25;0.231833612;0.732323232
0;-21;weld/core;71;7534;1;160;108;4;8;0.235294118;4;1;23.625;1.625;0.10241059;0.299714052
0;-20;weld/core;71;7534;1;160;108;1.866666667;16;0.285714286;2;0.5;44.625;2.6875;0.164675041;0.29177795
0;-19;weld/core;71;7534;1;160;108;2.230769231;14;0.259259259;2;0.5;54.21428571;2;0.13296539;0.292960133
0;-18;weld/core;71;7534;1;160;108;2.071428571;15;0.25;3;0.5;23.8;2.266666667;0.097774713;0.34575319
0;-17;weld/core;71;7534;1;160;108;5.4;6;0.139534884;1;0.25;36.16666667;7;0.14371302;0.505538669
0;-16;weld/core;71;7534;1;160;108;3.375;9;0.183673469;3;0.6;38.44444444;3.444444444;0.203597652;0.365989512
0;-15;weld/core;71;7534;1;160;108;0.826086957;24;0.363636364;1;0.333333333;45.20833333;3.166666667;0.114360342;0.328607445
0;-14;weld/core;71;7534;1;160;108;1.153846154;27;0.184931507;3;0.5;41.11111111;3.333333333;0.080458852;0.308659289
0;-13;weld/core;71;7534;1;160;108;3.8;6;0.171428571;2;0.333333333;1.666666667;1.166666667;0.005265862;0.102029915
0;-12;weld/core;71;7534;1;160;108;2.888888889;10;0.196078431;3;0.6;179.1;4;0.231000235;0.377418507
0;-11;weld/core;71;7534;1;160;108;1.666666667;13;0.276595745;4;0.8;60.07692308;3.692307692;0.208328278;0.402344877
0;-10;weld/core;71;7534;1;160;108;1.444444444;10;0.23255814;2;0.4;98.7;5;0.130893961;0.565386006
0;-9;weld/core;71;7534;1;160;108;2.625;9;0.157894737;3;0.375;45.11111111;2;0.096315375;0.283017908
0;-8;weld/core;71;7534;1;160;108;4;6;0.103448276;3;0.428571429;59.16666667;3.5;0.074322601;0.256349206
0;-7;weld/core;71;7534;1;160;108;30;1;0.041666667;1;0.166666667;1;1;0.032258065;1
0;-6;weld/core;71;7534;1;160;108;4;8;0.275862069;4;0.666666667;44.25;1.75;0.169365339;0.256705182
0;-5;weld/core;71;7534;1;160;108;30;1;0.055555556;1;0.2;5;1;0.092592593;0.333333333
0;-4;weld/core;71;7534;1;160;108;1.733333333;16;0.262295082;2;0.4;17.625;1.5625;0.10034088;0.362281016
0;-3;weld/core;71;7534;1;160;108;1.909090909;12;0.260869565;3;1;260;6.333333333;0.148981921;0.337544064
0;-2;weld/core;71;7534;1;160;108;2.333333333;13;0.141304348;5;0.625;28.38461538;2.076923077;0.170480367;0.410343679
0;-1;weld/core;71;7534;1;160;108;4;8;0.156862745;3;0.6;26.25;2.125;0.097714049;0.445894608
1;1;weld/core;71;7534;1;160;108;6.5;3;0.076923077;2;0.333333333;24.33333333;3;0.08253528;0.595959596
1;2;weld/core;71;7534;1;160;108;5.333333333;4;0.093023256;3;0.75;63.5;3.5;0.155125412;0.400735294
1;3;weld/core;71;7534;1;160;108;5;4;0.266666667;3;0.6;573.25;8.5;0.079427044;0.322203196
1;4;weld/core;71;7534;1;160;108;3;10;0.208333333;2;0.4;16;1.6;0.178632743;0.446590909
1;5;weld/core;71;7534;1;160;108;2;12;0.171428571;3;0.5;12.25;1.833333333;0.118257662;0.34943798
1;6;weld/core;71;7534;1;160;108;0.821428571;29;0.402777778;3;0.6;75.79310345;2.413793103;0.163890463;0.324826069
1;7;weld/core;71;7534;1;160;108;1.272727273;23;0.225490196;4;0.666666667;73.91304348;2.869565217;0.079551148;0.476606371
1;8;weld/core;71;7534;1;160;108;2.9;11;0.289473684;3;0.428571429;84.09090909;2.272727273;0.267176551;0.444463869
1;9;weld/core;71;7534;1;160;108;2;16;0.166666667;2;0.4;7.625;1.25;0.119613036;0.386296571
1;10;weld/core;71;7534;1;160;108;1.227272727;23;0.298701299;4;0.8;342.9130435;7.913043478;0.185444708;0.376693927
1;11;weld/core;71;7534;1;160;108;1.315789474;20;0.256410256;4;0.8;121.3;3.75;0.219378655;0.42247076
1;12;weld/core;71;7534;1;160;108;2.545454545;12;0.255319149;2;0.666666667;22.16666667;2.333333333;0.15334576;0.465387064
1;13;weld/core;71;7534;1;160;108;3;8;0.16;2;0.666666667;37.5;3.25;0.18358261;0.463942308
1;14;weld/core;71;7534;1;160;108;2.4;11;0.203703704;2;0.5;140.8181818;7.727272727;0.130786915;0.441139223
1;15;weld/core;71;7534;1;160;108;4.285714286;8;0.105263158;2;0.666666667;11.625;1.5;0.095212886;0.357460317
1;16;weld/core;71;7534;1;160;108;2.090909091;12;0.307692308;1;0.333333333;51.16666667;1.666666667;0.105649675;0.391575092
1;17;weld/core;71;7534;1;160;108;30;1;0.058823529;1;0.333333333;1568;46;0.370247934;0.657142857
1;18;weld/core;71;7534;1;160;108;4.285714286;8;0.285714286;3;1;7.75;1.875;0.114260169;0.448223039
1;19;weld/core;71;7534;1;160;108;2.75;5;0.2;2;0.4;12.2;2.4;0.03802463;0.207051282
1;20;weld/core;71;7534;1;160;108;10;3;0.214285714;2;0.666666667;96.33333333;3.666666667;0.096545242;0.208939014
1;21;weld/core;71;7534;1;160;108;3;8;0.285714286;3;0.75;7.375;1.625;0.055729649;0.22514881
1;22;weld/core;71;7534;1;160;108;30;1;0.166666667;1;0.5;1;3;0.002336449;0.214285714
1;23;weld/core;71;7534;1;160;108;6;6;0.3;2;0.5;136.3333333;3.166666667;0.059950319;0.243835979
1;24;weld/core;71;7534;1;160;108;6.5;3;0.157894737;1;0.333333333;1.666666667;1.333333333;0.053920803;0.483333333
0;-24;xtreemfs/xtreemfs;66;4742;1;20;52;7;5;0.066666667;4;0.571428571;56;1.6;0.128032168;0.66
0;-23;xtreemfs/xtreemfs;66;4742;1;20;52;22;2;0.035087719;1;0.2;1;1;0.056578947;0.212121212
0;-22;xtreemfs/xtreemfs;66;4742;1;20;52;30;1;0.02;1;0.333333333;1;1;0.035714286;0.333333333
0;-21;xtreemfs/xtreemfs;66;4742;1;20;52;30;0;0;0;0;0;0;0;0
0;-20;xtreemfs/xtreemfs;66;4742;1;20;52;2.666666667;4;0.035087719;2;0.285714286;4;1;0.108519759;0.875
0;-19;xtreemfs/xtreemfs;66;4742;1;20;52;4.2;6;0.035928144;2;0.25;198.1666667;4;0.095614324;0.488888889
0;-18;xtreemfs/xtreemfs;66;4742;1;20;52;30;1;0.2;1;0.333333333;1;1;0.166666667;1
0;-17;xtreemfs/xtreemfs;66;4742;1;20;52;30;1;0.333333333;1;1;1;3;0.008403361;0.75
0;-16;xtreemfs/xtreemfs;66;4742;1;20;52;6.5;3;0.048387097;2;0.285714286;1;1.333333333;0.039938347;1
0;-15;xtreemfs/xtreemfs;66;4742;1;20;52;1.333333333;22;0.293333333;2;0.285714286;120.6818182;3.590909091;0.229789638;0.584607149
0;-14;xtreemfs/xtreemfs;66;4742;1;20;52;2.4;11;0.119565217;2;0.5;307.5454545;5.636363636;0.275661448;0.597485847
0;-13;xtreemfs/xtreemfs;66;4742;1;20;52;3.25;5;0.131578947;2;0.5;47.2;1.6;0.079954465;0.566666667
0;-12;xtreemfs/xtreemfs;66;4742;1;20;52;3.75;5;0.172413793;2;0.5;52.4;1;0.304255358;0.583333333
0;-11;xtreemfs/xtreemfs;66;4742;1;20;52;1.625;17;0.232876712;4;0.8;99.11764706;2.823529412;0.228978503;0.646333079
0;-10;xtreemfs/xtreemfs;66;4742;1;20;52;3.5;7;0.137254902;3;0.5;9.285714286;1.714285714;0.179958563;0.707142857
0;-9;xtreemfs/xtreemfs;66;4742;1;20;52;0.923076923;27;0.519230769;2;0.5;260.1111111;4.666666667;0.310832937;0.775339021
0;-8;xtreemfs/xtreemfs;66;4742;1;20;52;2.454545455;12;0.266666667;3;0.428571429;24.75;1.75;0.075086427;0.383766234
0;-7;xtreemfs/xtreemfs;66;4742;1;20;52;2.625;9;0.214285714;5;0.833333333;4443;9.777777778;0.095706439;0.444629452
0;-6;xtreemfs/xtreemfs;66;4742;1;20;52;5;3;0.272727273;1;0.333333333;379;1.666666667;0.297591846;0.2
0;-5;xtreemfs/xtreemfs;66;4742;1;20;52;20;2;0.166666667;1;0.25;17;1.5;0.151428571;0.291666667
0;-4;xtreemfs/xtreemfs;66;4742;1;20;52;4.666666667;4;0.055555556;2;0.4;4.5;1;0.089145952;0.583333333
0;-3;xtreemfs/xtreemfs;66;4742;1;20;52;11.5;3;0.075;1;0.25;2.333333333;1.333333333;0.022355566;0.888888889
0;-2;xtreemfs/xtreemfs;66;4742;1;20;52;30;1;0.05;1;0.333333333;22;2;0.47826087;0.5
0;-1;xtreemfs/xtreemfs;66;4742;1;20;52;30;1;0.045454545;1;0.2;1;1;0.00729927;0.142857143
1;1;xtreemfs/xtreemfs;66;4742;1;20;52;3.2;6;0.162162162;2;0.666666667;1.166666667;1.166666667;0.026613463;0.631944444
1;2;xtreemfs/xtreemfs;66;4742;1;20;52;7.25;5;0.178571429;1;0.333333333;109.2;1.6;0.281974191;0.441269841
1;3;xtreemfs/xtreemfs;66;4742;1;20;52;9;2;0.047619048;1;0.2;34.5;4.5;0.298186683;0.201190476
1;4;xtreemfs/xtreemfs;66;4742;1;20;52;1;4;0.173913043;2;0.666666667;21;9.25;0.230699408;0.572099673
1;5;xtreemfs/xtreemfs;66;4742;1;20;52;27;2;0.052631579;2;0.4;67.5;3;0.191531487;0.342857143
1;6;xtreemfs/xtreemfs;66;4742;1;20;52;7;2;0.020408163;1;0.142857143;26;1;0.065584604;0.266666667
1;7;xtreemfs/xtreemfs;66;4742;1;20;52;30;1;0.015384615;1;0.2;8;3;0.002380952;0.09375
1;8;xtreemfs/xtreemfs;66;4742;1;20;52;16;2;0.076923077;1;0.25;14.5;2;0.124607072;0.267857143
1;9;xtreemfs/xtreemfs;66;4742;1;20;52;4;4;0.181818182;2;0.5;22.75;1.25;0.064798616;0.791666667
1;10;xtreemfs/xtreemfs;66;4742;1;20;52;7;2;0.04;2;0.5;513.5;4;0.466814705;1
1;11;xtreemfs/xtreemfs;66;4742;1;20;52;3.2;6;0.193548387;2;0.666666667;630.3333333;5.5;0.322967736;0.545138889
1;12;xtreemfs/xtreemfs;66;4742;1;20;52;4.833333333;7;0.2;3;0.75;4.142857143;1.285714286;0.115139333;0.571428571
1;13;xtreemfs/xtreemfs;66;4742;1;20;52;2.666666667;4;0.142857143;1;0.25;24;1.25;0.167570256;0.302777778
1;14;xtreemfs/xtreemfs;66;4742;1;20;52;13;3;0.081081081;2;0.4;154.3333333;2.666666667;0.251034133;0.294444444
1;15;xtreemfs/xtreemfs;66;4742;1;20;52;3;6;0.146341463;2;0.4;178.5;1.5;0.154980957;0.413888889
