CI_adopted;time;Name;AgeAtCI;TotalComm;nbrCISystems;nbrReleases;TotalDev;ETR;NRC;RRC;NRefDev;RRD;Ref.Churn;Ref.Breadth;RChR;RCBR
0;-20;junit-team/junit;155;2002;1;23;207;9.5;3;0.1;3;0.230769231;11.33333333;1.666666667;0.142066114;0.347222222
0;-19;junit-team/junit;155;2002;1;23;207;30;1;0.055555556;1;0.125;2;2;0.142857143;0.5
0;-18;junit-team/junit;155;2002;1;23;207;4.2;6;0.272727273;3;0.375;4.833333333;1.166666667;0.125697168;0.75
0;-17;junit-team/junit;155;2002;1;23;207;0.2;6;0.315789474;1;0.333333333;36.33333333;1.666666667;0.446454324;0.833333333
0;-16;junit-team/junit;155;2002;1;23;207;30;1;0.047619048;1;0.2;6;1;0.111111111;0.5
0;-15;junit-team/junit;155;2002;1;23;207;7.5;3;0.111111111;2;0.4;23.33333333;1.333333333;0.240285714;1
0;-14;junit-team/junit;155;2002;1;23;207;11.5;3;0.111111111;2;0.285714286;3.666666667;1;0.216830065;0.777777778
0;-13;junit-team/junit;155;2002;1;23;207;0.916666667;13;0.265306122;3;0.6;41.69230769;1.307692308;0.281245299;0.753846154
0;-12;junit-team/junit;155;2002;1;23;207;2;3;0.090909091;3;0.375;5.666666667;1;0.115386497;0.833333333
0;-11;junit-team/junit;155;2002;1;23;207;0;2;0.04;1;0.125;1;1;0.010990338;0.75
0;-10;junit-team/junit;155;2002;1;23;207;4.2;6;0.315789474;1;0.142857143;51.83333333;2.333333333;0.13566216;0.439652015
0;-9;junit-team/junit;155;2002;1;23;207;1.777777778;10;0.37037037;3;0.75;28.8;1.6;0.18214589;0.294722222
0;-8;junit-team/junit;155;2002;1;23;207;3.75;5;0.357142857;4;0.8;77.4;2;0.214132072;0.474090909
0;-7;junit-team/junit;155;2002;1;23;207;30;1;0.0625;1;0.166666667;2;1;0.064516129;0.5
0;-6;junit-team/junit;155;2002;1;23;207;4;4;0.333333333;3;0.6;133;2.25;0.251979157;0.388888889
0;-5;junit-team/junit;155;2002;1;23;207;1;2;0.4;1;0.333333333;1;1.5;0.136904762;1
0;-4;junit-team/junit;155;2002;1;23;207;16;2;0.125;2;0.5;2.5;1;0.255555556;0.75
0;-3;junit-team/junit;155;2002;1;23;207;2.363636364;12;0.545454545;4;0.8;45.41666667;2;0.201000218;0.581120269
0;-2;junit-team/junit;155;2002;1;23;207;2.777777778;10;0.294117647;4;0.5;111;2.5;0.392013885;0.748629149
0;-1;junit-team/junit;155;2002;1;23;207;6.25;5;0.294117647;3;0.428571429;83.8;1.6;0.346403364;0.573333333
1;1;junit-team/junit;155;2002;1;23;207;3;2;0.125;2;0.4;46.5;2.5;0.511792453;0.633333333
1;2;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;3;junit-team/junit;155;2002;1;23;207;3.25;5;0.172413793;3;0.333333333;14.8;2.8;0.138944074;0.498585859
1;4;junit-team/junit;155;2002;1;23;207;30;1;0.111111111;1;0.2;1;1;0.0125;1
1;5;junit-team/junit;155;2002;1;23;207;30;1;0.055555556;1;0.125;21;3;0.132911392;0.333333333
1;6;junit-team/junit;155;2002;1;23;207;30;1;0.1;1;0.142857143;1;1;0.125;1
1;7;junit-team/junit;155;2002;1;23;207;9.333333333;4;0.222222222;3;0.428571429;326.25;15.25;0.460346318;0.782838983
1;8;junit-team/junit;155;2002;1;23;207;9;4;0.571428571;3;0.6;50.25;1.25;0.281901709;0.785714286
1;9;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;10;junit-team/junit;155;2002;1;23;207;4.25;5;0.333333333;3;0.75;3.6;2.8;0.029824408;0.566666667
1;11;junit-team/junit;155;2002;1;23;207;30;1;0.1;1;0.5;19;1;0.107954545;0.25
1;12;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;13;junit-team/junit;155;2002;1;23;207;9;2;0.071428571;2;0.25;9.5;1;0.061255411;0.35
1;14;junit-team/junit;155;2002;1;23;207;11;3;0.5;3;0.5;4.333333333;1;0.155633256;0.611111111
1;15;junit-team/junit;155;2002;1;23;207;30;1;1;1;1;1;1;0.009174312;0.333333333
1;16;junit-team/junit;155;2002;1;23;207;0;2;0.181818182;1;0.166666667;2.5;1;0.101170569;1
1;17;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;18;junit-team/junit;155;2002;1;23;207;30;1;0.333333333;1;0.333333333;2;2;0.014285714;0.25
1;19;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;20;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;21;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;22;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;23;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
1;24;junit-team/junit;155;2002;1;23;207;30;0;0;0;0;0;0;0;0
0;-24;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-23;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-22;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-21;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-20;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-19;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-18;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-17;dropwizard/dropwizard;26;3905;3;143;444;1.470588235;18;0.148760331;1;1;352.1666667;6.722222222;0.261873427;0.572098289
0;-16;dropwizard/dropwizard;26;3905;3;143;444;7.333333333;4;0.043010753;1;0.2;2745.75;51.25;0.384347483;0.692918829
0;-15;dropwizard/dropwizard;26;3905;3;143;444;4.142857143;8;0.142857143;1;0.333333333;10.875;1.125;0.062202375;0.388293651
0;-14;dropwizard/dropwizard;26;3905;3;143;444;6.75;5;0.046728972;2;0.666666667;15;2.2;0.113945865;0.552173913
0;-13;dropwizard/dropwizard;26;3905;3;143;444;1.533333333;16;0.126984127;4;0.307692308;99.5;3.25;0.254027702;0.579847756
0;-12;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-11;dropwizard/dropwizard;26;3905;3;143;444;1;3;0.103448276;2;0.222222222;1;1;0.028261145;0.611111111
0;-10;dropwizard/dropwizard;26;3905;3;143;444;5.6;6;0.096774194;2;0.222222222;10.16666667;1.5;0.314456086;0.686111111
0;-9;dropwizard/dropwizard;26;3905;3;143;444;3.142857143;8;0.129032258;3;0.230769231;52.375;1.5;0.174309658;0.571875
0;-8;dropwizard/dropwizard;26;3905;3;143;444;7.666666667;4;0.133333333;2;0.285714286;4.75;1;0.178774649;0.442401961
0;-7;dropwizard/dropwizard;26;3905;3;143;444;1;6;0.176470588;1;0.1;101.8333333;5.5;0.162723079;0.357539683
0;-6;dropwizard/dropwizard;26;3905;3;143;444;1.130434783;24;0.183206107;4;0.5;98.75;4.583333333;0.22059999;0.545710927
0;-5;dropwizard/dropwizard;26;3905;3;143;444;1.2;21;0.194444444;3;0.272727273;131.3333333;3.047619048;0.237230188;0.599083309
0;-4;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
0;-3;dropwizard/dropwizard;26;3905;3;143;444;30;1;0.055555556;1;0.125;1;1;0.166666667;1
0;-2;dropwizard/dropwizard;26;3905;3;143;444;3.25;5;0.125;3;0.272727273;2.2;1;0.076341608;0.456666667
0;-1;dropwizard/dropwizard;26;3905;3;143;444;1.4;11;0.25;2;0.2;160.2727273;2.909090909;0.337125646;0.393639694
1;1;dropwizard/dropwizard;26;3905;3;143;444;0.681818182;45;0.445544554;3;0.428571429;1291.355556;20.97777778;0.439939948;0.499454438
1;2;dropwizard/dropwizard;26;3905;3;143;444;1.2;26;0.211382114;4;0.4;227.1538462;5.192307692;0.301171843;0.460657902
1;3;dropwizard/dropwizard;26;3905;3;143;444;2.285714286;8;0.186046512;2;0.4;23.625;1.375;0.12802199;0.53219697
1;4;dropwizard/dropwizard;26;3905;3;143;444;30;1;0.111111111;1;0.25;89;4;0.137984496;0.5
1;5;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
1;6;dropwizard/dropwizard;26;3905;3;143;444;5;4;0.085106383;4;0.333333333;9331.25;162.25;0.214556734;0.435435048
1;7;dropwizard/dropwizard;26;3905;3;143;444;6;2;0.095238095;2;0.4;1;1;0.047909408;0.416666667
1;8;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
1;9;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
1;10;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
1;11;dropwizard/dropwizard;26;3905;3;143;444;30;1;0.033333333;1;0.083333333;744;12;0.133861101;0.112149533
1;12;dropwizard/dropwizard;26;3905;3;143;444;30;1;0.018518519;1;0.058823529;5;1;0.161290323;1
1;13;dropwizard/dropwizard;26;3905;3;143;444;0.166666667;13;0.26;2;0.117647059;25.92307692;1.538461538;0.403130728;0.75
1;14;dropwizard/dropwizard;26;3905;3;143;444;3;5;0.131578947;3;0.230769231;7.8;1.4;0.204141414;0.686666667
1;15;dropwizard/dropwizard;26;3905;3;143;444;30;0;0;0;0;0;0;0;0
1;16;dropwizard/dropwizard;26;3905;3;143;444;17;2;0.095238095;2;0.222222222;3.5;1;0.269097222;0.666666667
1;17;dropwizard/dropwizard;26;3905;3;143;444;4;2;0.060606061;2;0.142857143;4.5;1.5;0.029019211;0.45
1;18;dropwizard/dropwizard;26;3905;3;143;444;3.142857143;8;0.142857143;2;0.333333333;67;3;0.154629727;0.481344697
1;19;dropwizard/dropwizard;26;3905;3;143;444;5.5;3;0.111111111;3;0.25;2.666666667;1;0.045382465;0.583333333
1;20;dropwizard/dropwizard;26;3905;3;143;444;8;4;0.075471698;3;0.230769231;77;2;0.200105048;0.520833333
1;21;dropwizard/dropwizard;26;3905;3;143;444;1.6;6;0.127659574;5;0.5;73.33333333;2.833333333;0.306006702;0.630808081
1;22;dropwizard/dropwizard;26;3905;3;143;444;7.333333333;4;0.08;2;0.166666667;67.25;2.25;0.217329914;0.476190476
1;23;dropwizard/dropwizard;26;3905;3;143;444;2;9;0.169811321;5;0.454545455;3.333333333;1.111111111;0.094490377;0.528395062
1;24;dropwizard/dropwizard;26;3905;3;143;444;3.6;6;0.127659574;5;0.384615385;7.166666667;1.5;0.062216198;0.518518519
0;-24;tinkerpop/rexster;26;1476;1;17;26;2.833333333;7;0.4375;1;1;79.85714286;3.285714286;0.139568078;0.437276449
0;-23;tinkerpop/rexster;26;1476;1;17;26;30;1;0.333333333;1;1;1;2;0.027777778;0.5
0;-22;tinkerpop/rexster;26;1476;1;17;26;7.5;3;0.214285714;2;0.666666667;77.66666667;3;0.097828792;0.284615385
0;-21;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
0;-20;tinkerpop/rexster;26;1476;1;17;26;3.285714286;8;0.307692308;3;1;90;2.5;0.301892085;0.52202381
0;-19;tinkerpop/rexster;26;1476;1;17;26;1.923076923;14;0.285714286;2;1;44.57142857;1.785714286;0.196782277;0.429166667
0;-18;tinkerpop/rexster;26;1476;1;17;26;1;6;0.428571429;1;0.5;186.1666667;2.5;0.262997937;0.447916667
0;-17;tinkerpop/rexster;26;1476;1;17;26;3.666666667;7;0.093333333;2;1;11.57142857;2.428571429;0.042434653;0.523690178
0;-16;tinkerpop/rexster;26;1476;1;17;26;30;1;0.111111111;1;0.5;1;1;0.016949153;0.25
0;-15;tinkerpop/rexster;26;1476;1;17;26;0.714285714;15;0.211267606;2;0.5;114.1333333;2.466666667;0.149622577;0.437557998
0;-14;tinkerpop/rexster;26;1476;1;17;26;30;1;0.024390244;1;0.333333333;5;1;0.012722646;0.071428571
0;-13;tinkerpop/rexster;26;1476;1;17;26;3.833333333;7;0.179487179;1;0.5;12.57142857;2.428571429;0.156947194;0.633673469
0;-12;tinkerpop/rexster;26;1476;1;17;26;1.166666667;19;0.351851852;1;0.5;168.7894737;3.789473684;0.231114486;0.364741443
0;-11;tinkerpop/rexster;26;1476;1;17;26;3.857142857;8;0.166666667;1;0.5;14.875;1.5;0.112992975;0.324558081
0;-10;tinkerpop/rexster;26;1476;1;17;26;6.333333333;4;0.121212121;1;0.333333333;6;1.25;0.050062541;0.266945774
0;-9;tinkerpop/rexster;26;1476;1;17;26;4.333333333;7;0.28;1;0.5;148.7142857;2.285714286;0.330830717;0.476190476
0;-8;tinkerpop/rexster;26;1476;1;17;26;5;3;0.096774194;1;0.333333333;53.33333333;2.333333333;0.294915044;0.320512821
0;-7;tinkerpop/rexster;26;1476;1;17;26;2;2;0.046511628;1;0.333333333;6;1;0.061412151;1
0;-6;tinkerpop/rexster;26;1476;1;17;26;24;2;0.071428571;1;1;334.5;3.5;0.300070897;0.426470588
0;-5;tinkerpop/rexster;26;1476;1;17;26;8;4;0.148148148;1;0.333333333;7187.25;67.75;0.088982199;0.339117092
0;-4;tinkerpop/rexster;26;1476;1;17;26;3.5;3;0.081081081;2;0.5;53.66666667;7.333333333;0.252836023;0.637529138
0;-3;tinkerpop/rexster;26;1476;1;17;26;12;2;0.285714286;1;0.5;6.5;2;0.004080559;0.102430556
0;-2;tinkerpop/rexster;26;1476;1;17;26;1.769230769;14;0.25;2;1;16.35714286;1.428571429;0.165602087;0.577014652
0;-1;tinkerpop/rexster;26;1476;1;17;26;0.5;3;0.166666667;2;1;9;1.333333333;0.084216177;0.527777778
1;1;tinkerpop/rexster;26;1476;1;17;26;1.5;7;0.125;1;0.333333333;1602.428571;16.71428571;0.390739919;0.518344336
1;2;tinkerpop/rexster;26;1476;1;17;26;1.1;21;0.333333333;1;0.5;121.2380952;2;0.309757892;0.491283584
1;3;tinkerpop/rexster;26;1476;1;17;26;6;6;0.375;1;0.5;38.5;1;0.187624004;0.406145706
1;4;tinkerpop/rexster;26;1476;1;17;26;2.5;3;0.1875;1;0.5;95.66666667;1.666666667;0.316638983;0.688888889
1;5;tinkerpop/rexster;26;1476;1;17;26;3;7;0.166666667;1;1;34.71428571;1.428571429;0.176605034;0.410946197
1;6;tinkerpop/rexster;26;1476;1;17;26;11.5;3;0.166666667;1;0.5;4.333333333;1;0.053791887;0.5
1;7;tinkerpop/rexster;26;1476;1;17;26;10;2;0.166666667;1;0.333333333;490.5;2.5;0.476361768;0.375
1;8;tinkerpop/rexster;26;1476;1;17;26;1.318181818;23;0.225490196;3;0.375;15.52173913;1.304347826;0.123569878;0.356614816
1;9;tinkerpop/rexster;26;1476;1;17;26;3.5;7;0.137254902;2;0.5;66.14285714;1.142857143;0.343352684;0.623809524
1;10;tinkerpop/rexster;26;1476;1;17;26;2.25;5;0.147058824;1;0.5;13.8;2.2;0.11464702;0.344444444
1;11;tinkerpop/rexster;26;1476;1;17;26;3;7;0.175;1;0.2;207.4285714;2.285714286;0.284503002;0.505285191
1;12;tinkerpop/rexster;26;1476;1;17;26;1.538461538;14;0.229508197;2;0.4;183.3571429;2.5;0.454727095;0.536673644
1;13;tinkerpop/rexster;26;1476;1;17;26;1.571428571;8;0.166666667;2;0.4;231.375;3.125;0.317562868;0.514795009
1;14;tinkerpop/rexster;26;1476;1;17;26;2;2;0.086956522;1;0.166666667;296;11;0.389546754;0.642857143
1;15;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
1;16;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
1;17;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
1;18;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
1;19;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
1;20;tinkerpop/rexster;26;1476;1;17;26;30;1;0.111111111;1;0.5;1;1;0.076923077;0.5
1;21;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
1;22;tinkerpop/rexster;26;1476;1;17;26;6;2;0.090909091;1;0.2;25.5;1.5;0.292748918;0.291666667
1;23;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
1;24;tinkerpop/rexster;26;1476;1;17;26;30;0;0;0;0;0;0;0;0
0;-24;perfectsense/brightspot-cms;32;5678;1;23;49;2.545454545;12;0.104347826;1;0.5;84.33333333;1.5;0.388126346;0.757738095
0;-23;perfectsense/brightspot-cms;32;5678;1;23;49;2.777777778;10;0.065789474;1;0.2;23.9;1.2;0.154680698;0.640384615
0;-22;perfectsense/brightspot-cms;32;5678;1;23;49;3.333333333;4;0.105263158;2;0.5;49.25;1;0.296745898;0.666666667
0;-21;perfectsense/brightspot-cms;32;5678;1;23;49;7.333333333;4;0.054054054;2;0.333333333;8;1;0.032698325;0.619047619
0;-20;perfectsense/brightspot-cms;32;5678;1;23;49;4.5;5;0.056818182;1;0.166666667;1.2;1;0.097407407;0.8
0;-19;perfectsense/brightspot-cms;32;5678;1;23;49;2.428571429;8;0.078431373;1;0.333333333;9;1.25;0.129394667;0.614583333
0;-18;perfectsense/brightspot-cms;32;5678;1;23;49;14.5;3;0.041666667;1;0.333333333;1;1.333333333;0.045749369;0.666666667
0;-17;perfectsense/brightspot-cms;32;5678;1;23;49;2.454545455;12;0.087591241;1;0.2;12.08333333;1;0.126257604;0.833333333
0;-16;perfectsense/brightspot-cms;32;5678;1;23;49;2;10;0.071942446;1;0.333333333;22.8;1.2;0.176367616;0.52
0;-15;perfectsense/brightspot-cms;32;5678;1;23;49;4.8;6;0.107142857;4;0.666666667;8.833333333;1.333333333;0.156764534;0.714285714
0;-14;perfectsense/brightspot-cms;32;5678;1;23;49;8;3;0.021276596;2;0.285714286;165;5.666666667;0.314110328;0.698765432
0;-13;perfectsense/brightspot-cms;32;5678;1;23;49;30;1;0.012987013;1;0.142857143;1;1;0.016949153;1
0;-12;perfectsense/brightspot-cms;32;5678;1;23;49;1;2;0.032258065;1;0.25;12.5;1;0.03042328;0.1875
0;-11;perfectsense/brightspot-cms;32;5678;1;23;49;3;4;0.16;2;0.333333333;24;1;0.139553777;0.55
0;-10;perfectsense/brightspot-cms;32;5678;1;23;49;7.5;3;0.075;2;0.5;67.33333333;1.333333333;0.308611839;0.888888889
0;-9;perfectsense/brightspot-cms;32;5678;1;23;49;30;0;0;0;0;0;0;0;0
0;-8;perfectsense/brightspot-cms;32;5678;1;23;49;30;0;0;0;0;0;0;0;0
0;-7;perfectsense/brightspot-cms;32;5678;1;23;49;2.222222222;10;0.086206897;3;0.3;211.7;5.9;0.212987011;0.571534392
0;-6;perfectsense/brightspot-cms;32;5678;1;23;49;7;5;0.079365079;2;0.333333333;60.6;4.2;0.420729985;0.494012605
0;-5;perfectsense/brightspot-cms;32;5678;1;23;49;30;1;0.011494253;1;0.166666667;1;1;0.25;1
0;-4;perfectsense/brightspot-cms;32;5678;1;23;49;2.5;5;0.046728972;3;0.375;24.6;1.4;0.304959629;0.45
0;-3;perfectsense/brightspot-cms;32;5678;1;23;49;30;1;0.025641026;1;0.166666667;289;2;0.441896024;0.222222222
0;-2;perfectsense/brightspot-cms;32;5678;1;23;49;0.727272727;34;0.177083333;3;0.333333333;104.1176471;1.411764706;0.3218668;0.76442577
0;-1;perfectsense/brightspot-cms;32;5678;1;23;49;2.555555556;10;0.05952381;4;0.5;12.7;1.2;0.244284266;0.783333333
1;1;perfectsense/brightspot-cms;32;5678;1;23;49;2.5;9;0.096774194;4;0.571428571;32.66666667;1.444444444;0.281586073;0.567195767
1;2;perfectsense/brightspot-cms;32;5678;1;23;49;2.777777778;10;0.067114094;4;0.571428571;38.9;1.2;0.18606452;0.404090909
1;3;perfectsense/brightspot-cms;32;5678;1;23;49;2.142857143;15;0.056603774;3;0.375;104.5333333;3;0.164722495;0.536477822
1;4;perfectsense/brightspot-cms;32;5678;1;23;49;4;4;0.033898305;2;0.333333333;7.25;1;0.195461191;0.520833333
1;5;perfectsense/brightspot-cms;32;5678;1;23;49;9.666666667;4;0.042105263;3;0.428571429;12.5;1;0.130101947;0.466666667
1;6;perfectsense/brightspot-cms;32;5678;1;23;49;4;8;0.08;2;0.285714286;205;1.25;0.287808127;0.382440476
1;7;perfectsense/brightspot-cms;32;5678;1;23;49;4;7;0.071428571;2;0.2;56.42857143;1.714285714;0.280857982;0.735714286
1;8;perfectsense/brightspot-cms;32;5678;1;23;49;5.6;6;0.039735099;3;0.214285714;11.66666667;1.333333333;0.08106464;0.436111111
1;9;perfectsense/brightspot-cms;32;5678;1;23;49;2.625;9;0.042654028;3;0.272727273;15.88888889;1.333333333;0.135663743;0.62962963
1;10;perfectsense/brightspot-cms;32;5678;1;23;49;0;3;0.023809524;3;0.272727273;1;1;0.042416884;0.481481481
1;11;perfectsense/brightspot-cms;32;5678;1;23;49;5.4;6;0.063829787;4;0.444444444;2.833333333;1;0.381942602;1
1;12;perfectsense/brightspot-cms;32;5678;1;23;49;2.777777778;10;0.066225166;3;0.333333333;11.9;1.2;0.153479416;0.676666667
1;13;perfectsense/brightspot-cms;32;5678;1;23;49;5.666666667;4;0.035714286;2;0.181818182;5.75;1.25;0.018909569;0.266025641
1;14;perfectsense/brightspot-cms;32;5678;1;23;49;2.1;11;0.082706767;4;0.444444444;48.54545455;1.363636364;0.421669351;0.8
1;15;perfectsense/brightspot-cms;32;5678;1;23;49;6.333333333;4;0.049382716;2;0.222222222;7.5;1;0.135449537;0.520833333
1;16;perfectsense/brightspot-cms;32;5678;1;23;49;2.153846154;14;0.120689655;3;0.428571429;108.8571429;1.857142857;0.20513336;0.616326531
1;17;perfectsense/brightspot-cms;32;5678;1;23;49;6.75;5;0.067567568;1;0.142857143;11.4;1;0.144737495;0.9
1;18;perfectsense/brightspot-cms;32;5678;1;23;49;2.5;7;0.094594595;2;0.25;102.2857143;2.142857143;0.214395347;0.62670068
1;19;perfectsense/brightspot-cms;32;5678;1;23;49;9.333333333;4;0.074074074;4;0.4;7.25;1;0.247859025;0.541666667
1;20;perfectsense/brightspot-cms;32;5678;1;23;49;6.5;3;0.055555556;1;0.125;20.66666667;1;0.551388889;1
1;21;perfectsense/brightspot-cms;32;5678;1;23;49;30;0;0;0;0;0;0;0;0
1;22;perfectsense/brightspot-cms;32;5678;1;23;49;0;2;0.285714286;1;0.333333333;1;1;0.139705882;0.666666667
1;23;perfectsense/brightspot-cms;32;5678;1;23;49;30;0;0;0;0;0;0;0;0
1;24;perfectsense/brightspot-cms;32;5678;1;23;49;30;0;0;0;0;0;0;0;0
0;-24;spring-projects/spring-data-commons;47;1891;1;155;91;14;2;0.25;1;1;253.5;2.5;0.348194772;0.625
0;-23;spring-projects/spring-data-commons;47;1891;1;155;91;13;2;0.2;1;1;106.5;1;0.306294367;0.513888889
0;-22;spring-projects/spring-data-commons;47;1891;1;155;91;10.5;3;0.157894737;2;0.666666667;184.3333333;3.666666667;0.464146077;0.666666667
0;-21;spring-projects/spring-data-commons;47;1891;1;155;91;7;3;0.136363636;1;0.333333333;34.33333333;1.666666667;0.111583847;0.294444444
0;-20;spring-projects/spring-data-commons;47;1891;1;155;91;30;1;0.142857143;1;0.5;1;1;0.055555556;1
0;-19;spring-projects/spring-data-commons;47;1891;1;155;91;30;1;0.25;1;1;1;5;0.005714286;0.384615385
0;-18;spring-projects/spring-data-commons;47;1891;1;155;91;5;2;0.222222222;1;1;264;3.5;0.373880099;0.353896104
0;-17;spring-projects/spring-data-commons;47;1891;1;155;91;2.5;3;0.333333333;1;0.5;14160.66667;182;0.223406507;0.296348315
0;-16;spring-projects/spring-data-commons;47;1891;1;155;91;11;3;0.125;2;0.4;394;3.333333333;0.428213222;0.698039216
0;-15;spring-projects/spring-data-commons;47;1891;1;155;91;30;0;0;0;0;0;0;0;0
0;-14;spring-projects/spring-data-commons;47;1891;1;155;91;18;2;0.166666667;2;1;279;3.5;0.587138936;0.464285714
0;-13;spring-projects/spring-data-commons;47;1891;1;155;91;7;5;0.384615385;3;1;6.6;1.2;0.16982491;0.44
0;-12;spring-projects/spring-data-commons;47;1891;1;155;91;30;1;0.066666667;1;0.5;2;2;0.03125;0.666666667
0;-11;spring-projects/spring-data-commons;47;1891;1;155;91;10;2;0.5;2;1;440.5;9;0.470182073;0.765625
0;-10;spring-projects/spring-data-commons;47;1891;1;155;91;5.2;6;0.4;3;0.75;168;3.333333333;0.253423325;0.472853535
0;-9;spring-projects/spring-data-commons;47;1891;1;155;91;30;1;0.076923077;1;0.333333333;5;1;0.028735632;0.125
0;-8;spring-projects/spring-data-commons;47;1891;1;155;91;3;4;0.333333333;2;1;6.25;1;0.074384815;0.354166667
0;-7;spring-projects/spring-data-commons;47;1891;1;155;91;3.857142857;8;0.333333333;2;0.5;37;1.75;0.062763107;0.323593074
0;-6;spring-projects/spring-data-commons;47;1891;1;155;91;26;2;0.285714286;2;1;1.5;2.5;0.031380417;0.75
0;-5;spring-projects/spring-data-commons;47;1891;1;155;91;1.2;6;0.545454545;1;1;11.16666667;1.5;0.142936012;0.569444444
0;-4;spring-projects/spring-data-commons;47;1891;1;155;91;5.666666667;4;0.16;2;0.5;6.25;1.75;0.094864905;0.666666667
0;-3;spring-projects/spring-data-commons;47;1891;1;155;91;5.4;6;0.1875;1;0.166666667;62.16666667;1.5;0.121471157;0.301124339
0;-2;spring-projects/spring-data-commons;47;1891;1;155;91;12.5;3;0.176470588;1;0.25;3;1;0.028303802;0.25
0;-1;spring-projects/spring-data-commons;47;1891;1;155;91;30;1;0.041666667;1;0.2;14;1;0.35;0.5
1;1;spring-projects/spring-data-commons;47;1891;1;155;91;30;1;0.05;1;0.25;19;1;0.220930233;0.333333333
1;2;spring-projects/spring-data-commons;47;1891;1;155;91;2.25;5;0.161290323;3;0.5;94;1.6;0.171893406;0.456666667
1;3;spring-projects/spring-data-commons;47;1891;1;155;91;4;6;0.333333333;3;0.75;42.16666667;2.833333333;0.146359494;0.434126984
1;4;spring-projects/spring-data-commons;47;1891;1;155;91;1;2;0.153846154;2;0.5;1;1.5;0.012024291;0.583333333
1;5;spring-projects/spring-data-commons;47;1891;1;155;91;30;1;0.2;1;0.5;3;1;3.17E-04;0.015151515
1;6;spring-projects/spring-data-commons;47;1891;1;155;91;2;4;0.363636364;1;0.5;21.25;4;0.044861009;0.348090278
1;7;spring-projects/spring-data-commons;47;1891;1;155;91;1.666666667;7;0.28;3;0.75;917.1428571;9.714285714;0.523424951;0.603456056
1;8;spring-projects/spring-data-commons;47;1891;1;155;91;4.333333333;4;0.333333333;2;1;112;2;0.211810906;0.660714286
1;9;spring-projects/spring-data-commons;47;1891;1;155;91;5;4;0.222222222;1;0.25;115.5;2.75;0.149235162;0.379166667
1;10;spring-projects/spring-data-commons;47;1891;1;155;91;4.4;6;0.352941176;2;0.666666667;42.66666667;2;0.184453313;0.451683502
1;11;spring-projects/spring-data-commons;47;1891;1;155;91;5.4;6;0.285714286;1;0.333333333;10.16666667;1;0.125567515;0.361111111
1;12;spring-projects/spring-data-commons;47;1891;1;155;91;2.5;3;0.272727273;1;0.333333333;8;1;0.092283211;0.5
1;13;spring-projects/spring-data-commons;47;1891;1;155;91;7.5;5;0.227272727;2;0.4;2.4;1;0.065184507;0.433333333
1;14;spring-projects/spring-data-commons;47;1891;1;155;91;0.4;6;0.3;2;1;356.3333333;5.666666667;0.146604015;0.395887446
1;15;spring-projects/spring-data-commons;47;1891;1;155;91;7.5;3;0.125;1;0.166666667;125.3333333;2.333333333;0.248684331;0.655555556
